LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,02;ITAMBARACÁ - PR;1,07;ITAMBARACÁ - PR;1,27;ITAMBARACÁ - PR;1,04;ITAMBARACÁ - PR;1,04;ITAMBARACÁ - PR
1,03;CAMPANÁRIO - MG;1,14;CAMPANÁRIO - MG;1,64;CAMPANÁRIO - MG;1,02;CAMPANÁRIO - MG;1,03;CAMPANÁRIO - MG
1,14;GALVÃO - SC;1,25;GALVÃO - SC;1,43;GALVÃO - SC;1,04;GALVÃO - SC;1,05;GALVÃO - SC
1,38;BLUMENAU - SC;1,26;BLUMENAU - SC;1,36;BLUMENAU - SC;1,1;BLUMENAU - SC;1,11;BLUMENAU - SC
0,99;NANTES - SP;1,09;NANTES - SP;1,56;NANTES - SP;1,19;NANTES - SP;1,09;NANTES - SP
1,17;CAETÉ - MG;1,18;CAETÉ - MG;1,42;CAETÉ - MG;1,25;CAETÉ - MG;1,13;CAETÉ - MG
1,47;SÃO FRANCISCO DO CONDE - BA;2,21;SÃO FRANCISCO DO CONDE - BA;2,53;SÃO FRANCISCO DO CONDE - BA;1,12;SÃO FRANCISCO DO CONDE - BA;1,15;SÃO FRANCISCO DO CONDE - BA
1,24;CAPUTIRA - MG;1,12;CAPUTIRA - MG;1,25;CAPUTIRA - MG;1,09;CAPUTIRA - MG;1,11;CAPUTIRA - MG
1,06;PAULISTAS - MG;1,14;PAULISTAS - MG;1,56;PAULISTAS - MG;1,13;PAULISTAS - MG;1,08;PAULISTAS - MG
1,02;SANTO HIPÓLITO - MG;1,14;SANTO HIPÓLITO - MG;1,55;SANTO HIPÓLITO - MG;1,01;SANTO HIPÓLITO - MG;1,03;SANTO HIPÓLITO - MG
1,06;UNIÃO DOS PALMARES - AL;0,98;UNIÃO DOS PALMARES - AL;1,06;UNIÃO DOS PALMARES - AL;1,12;UNIÃO DOS PALMARES - AL;1,14;UNIÃO DOS PALMARES - AL
1,02;PEDRO II - PI;1,02;PEDRO II - PI;1,11;PEDRO II - PI;1,21;PEDRO II - PI;1,21;PEDRO II - PI
1,05;ASSAÍ - PR;1,08;ASSAÍ - PR;1,45;ASSAÍ - PR;1,3;ASSAÍ - PR;1,26;ASSAÍ - PR
1,07;FLÓRIDA PAULISTA - SP;1,04;FLÓRIDA PAULISTA - SP;1,15;FLÓRIDA PAULISTA - SP;1,03;FLÓRIDA PAULISTA - SP;1,06;FLÓRIDA PAULISTA - SP
1,05;RESERVA DO CABAÇAL - MT;1,08;RESERVA DO CABAÇAL - MT;1,26;RESERVA DO CABAÇAL - MT;0,98;RESERVA DO CABAÇAL - MT;1,05;RESERVA DO CABAÇAL - MT
1,11;NOVO PLANALTO - GO;1,15;NOVO PLANALTO - GO;1,23;NOVO PLANALTO - GO;0,96;NOVO PLANALTO - GO;0,98;NOVO PLANALTO - GO
1,14;LEANDRO FERREIRA - MG;1,48;LEANDRO FERREIRA - MG;1,53;LEANDRO FERREIRA - MG;1,09;LEANDRO FERREIRA - MG;1,08;LEANDRO FERREIRA - MG
1,2;JAGUARÃO - RS;1,13;JAGUARÃO - RS;1,74;JAGUARÃO - RS;1,19;JAGUARÃO - RS;1,19;JAGUARÃO - RS
1,01;CRISTAIS PAULISTA - SP;1,06;CRISTAIS PAULISTA - SP;1,23;CRISTAIS PAULISTA - SP;0,97;CRISTAIS PAULISTA - SP;0,96;CRISTAIS PAULISTA - SP
1,05;TIGRINHOS - SC;1,21;TIGRINHOS - SC;1,55;TIGRINHOS - SC;1;TIGRINHOS - SC;1,03;TIGRINHOS - SC
1,23;MIRABELA - MG;1,05;MIRABELA - MG;1,2;MIRABELA - MG;1,07;MIRABELA - MG;1;MIRABELA - MG
1,05;GUARACIABA DO NORTE - CE;1;GUARACIABA DO NORTE - CE;1,07;GUARACIABA DO NORTE - CE;1,01;GUARACIABA DO NORTE - CE;1,06;GUARACIABA DO NORTE - CE
1,2;IELMO MARINHO - RN;1,16;IELMO MARINHO - RN;1,27;IELMO MARINHO - RN;1,02;IELMO MARINHO - RN;1,05;IELMO MARINHO - RN
1,23;FELIXLÂNDIA - MG;1,12;FELIXLÂNDIA - MG;1,15;FELIXLÂNDIA - MG;1,02;FELIXLÂNDIA - MG;1,02;FELIXLÂNDIA - MG
1,17;CORNÉLIO PROCÓPIO - PR;1,04;CORNÉLIO PROCÓPIO - PR;1,26;CORNÉLIO PROCÓPIO - PR;1,27;CORNÉLIO PROCÓPIO - PR;1,23;CORNÉLIO PROCÓPIO - PR
1,07;TROMBAS - GO;1,06;TROMBAS - GO;1,3;TROMBAS - GO;1,1;TROMBAS - GO;1,1;TROMBAS - GO
1,01;SALGADO DE SÃO FÉLIX - PB;0,97;SALGADO DE SÃO FÉLIX - PB;0,98;SALGADO DE SÃO FÉLIX - PB;1;SALGADO DE SÃO FÉLIX - PB;1;SALGADO DE SÃO FÉLIX - PB
1,12;SANTA ISABEL DO IVAÍ - PR;1,07;SANTA ISABEL DO IVAÍ - PR;1,42;SANTA ISABEL DO IVAÍ - PR;1,16;SANTA ISABEL DO IVAÍ - PR;1,07;SANTA ISABEL DO IVAÍ - PR
1,18;PILAR DE GOIÁS - GO;1,2;PILAR DE GOIÁS - GO;1,5;PILAR DE GOIÁS - GO;1,06;PILAR DE GOIÁS - GO;1,06;PILAR DE GOIÁS - GO
1,03;BONITO DE MINAS - MG;1,01;BONITO DE MINAS - MG;1,02;BONITO DE MINAS - MG;1;BONITO DE MINAS - MG;1,01;BONITO DE MINAS - MG
1,15;ITAPISSUMA - PE;1,19;ITAPISSUMA - PE;1,36;ITAPISSUMA - PE;1,09;ITAPISSUMA - PE;1,18;ITAPISSUMA - PE
1,03;TRIUNFO - PB;0,98;TRIUNFO - PB;1,05;TRIUNFO - PB;0,99;TRIUNFO - PB;0,99;TRIUNFO - PB
1,06;MILAGRES - CE;0,99;MILAGRES - CE;1,04;MILAGRES - CE;1,01;MILAGRES - CE;1,02;MILAGRES - CE
1,14;PEIXOTO DE AZEVEDO - MT;1,02;PEIXOTO DE AZEVEDO - MT;1,13;PEIXOTO DE AZEVEDO - MT;1,02;PEIXOTO DE AZEVEDO - MT;1,08;PEIXOTO DE AZEVEDO - MT
1,63;SÃO MIGUEL DO OESTE - SC;1,1;SÃO MIGUEL DO OESTE - SC;1,39;SÃO MIGUEL DO OESTE - SC;1,31;SÃO MIGUEL DO OESTE - SC;1,29;SÃO MIGUEL DO OESTE - SC
1,03;PIRANGUÇU - MG;1,11;PIRANGUÇU - MG;1,2;PIRANGUÇU - MG;1,02;PIRANGUÇU - MG;1,03;PIRANGUÇU - MG
1,22;PRINCESA ISABEL - PB;1,09;PRINCESA ISABEL - PB;1,25;PRINCESA ISABEL - PB;1,32;PRINCESA ISABEL - PB;1,29;PRINCESA ISABEL - PB
1,81;ALTO RIO NOVO - ES;1,71;ALTO RIO NOVO - ES;1,55;ALTO RIO NOVO - ES;1;ALTO RIO NOVO - ES;1,02;ALTO RIO NOVO - ES
1,04;JARDIM OLINDA - PR;1,38;JARDIM OLINDA - PR;1,79;JARDIM OLINDA - PR;1,12;JARDIM OLINDA - PR;1,12;JARDIM OLINDA - PR
1,07;RIO BOM - PR;1,22;RIO BOM - PR;1,46;RIO BOM - PR;1,22;RIO BOM - PR;1,17;RIO BOM - PR
1,07;ITAÚ - RN;1,06;ITAÚ - RN;1,77;ITAÚ - RN;1,28;ITAÚ - RN;1,19;ITAÚ - RN
1,24;MODELO - SC;1,29;MODELO - SC;2,39;MODELO - SC;1,29;MODELO - SC;1,36;MODELO - SC
1,22;ROMARIA - MG;1,25;ROMARIA - MG;2,58;ROMARIA - MG;1,22;ROMARIA - MG;1,14;ROMARIA - MG
1,24;BORACÉIA - SP;1,31;BORACÉIA - SP;2,04;BORACÉIA - SP;1,13;BORACÉIA - SP;1,08;BORACÉIA - SP
1,01;SALTO DA DIVISA - MG;1,01;SALTO DA DIVISA - MG;1,35;SALTO DA DIVISA - MG;1,16;SALTO DA DIVISA - MG;1,08;SALTO DA DIVISA - MG
1,14;BIQUINHAS - MG;1,32;BIQUINHAS - MG;1,47;BIQUINHAS - MG;1,06;BIQUINHAS - MG;1,11;BIQUINHAS - MG
1,01;SANTA MARIA DO CAMBUCÁ - PE;1;SANTA MARIA DO CAMBUCÁ - PE;1,08;SANTA MARIA DO CAMBUCÁ - PE;1,06;SANTA MARIA DO CAMBUCÁ - PE;1,05;SANTA MARIA DO CAMBUCÁ - PE
1,08;CURRAIS NOVOS - RN;1;CURRAIS NOVOS - RN;1,08;CURRAIS NOVOS - RN;1,12;CURRAIS NOVOS - RN;1,17;CURRAIS NOVOS - RN
1,82;NITERÓI - RJ;1,55;NITERÓI - RJ;1,78;NITERÓI - RJ;1,27;NITERÓI - RJ;1,15;NITERÓI - RJ
1,22;ENCRUZILHADA DO SUL - RS;1,13;ENCRUZILHADA DO SUL - RS;1,11;ENCRUZILHADA DO SUL - RS;1,01;ENCRUZILHADA DO SUL - RS;1,02;ENCRUZILHADA DO SUL - RS
1,04;ARINOS - MG;1,06;ARINOS - MG;1,21;ARINOS - MG;1,1;ARINOS - MG;1,15;ARINOS - MG
1,44;URUAÇU - GO;1,45;URUAÇU - GO;1,74;URUAÇU - GO;1,15;URUAÇU - GO;1,25;URUAÇU - GO
1,18;IRINEÓPOLIS - SC;1,08;IRINEÓPOLIS - SC;1,33;IRINEÓPOLIS - SC;1,2;IRINEÓPOLIS - SC;1,1;IRINEÓPOLIS - SC
1,17;ASTOLFO DUTRA - MG;1,07;ASTOLFO DUTRA - MG;1,25;ASTOLFO DUTRA - MG;1,06;ASTOLFO DUTRA - MG;1,08;ASTOLFO DUTRA - MG
1,1;CONFRESA - MT;1,02;CONFRESA - MT;1,26;CONFRESA - MT;1,17;CONFRESA - MT;2,12;CONFRESA - MT
1,02;RIO TINTO - PB;0,97;RIO TINTO - PB;1,15;RIO TINTO - PB;1,23;RIO TINTO - PB;1,24;RIO TINTO - PB
1,04;VARJÃO DE MINAS - MG;1,01;VARJÃO DE MINAS - MG;1,12;VARJÃO DE MINAS - MG;0,98;VARJÃO DE MINAS - MG;0,97;VARJÃO DE MINAS - MG
1,15;TROMBUDO CENTRAL - SC;1,23;TROMBUDO CENTRAL - SC;1,58;TROMBUDO CENTRAL - SC;1,12;TROMBUDO CENTRAL - SC;1,17;TROMBUDO CENTRAL - SC
1,16;SERRANOS - MG;1,36;SERRANOS - MG;1,64;SERRANOS - MG;1,07;SERRANOS - MG;1,12;SERRANOS - MG
1,09;ANTÔNIO DIAS - MG;1,02;ANTÔNIO DIAS - MG;1,19;ANTÔNIO DIAS - MG;1,16;ANTÔNIO DIAS - MG;1,15;ANTÔNIO DIAS - MG
1,13;IPIRA - SC;1,17;IPIRA - SC;1,35;IPIRA - SC;1;IPIRA - SC;1;IPIRA - SC
1,16;NOBRES - MT;1,04;NOBRES - MT;1,15;NOBRES - MT;1,13;NOBRES - MT;1,2;NOBRES - MT
0,99;MORRO DA GARÇA - MG;1,11;MORRO DA GARÇA - MG;1,4;MORRO DA GARÇA - MG;1,07;MORRO DA GARÇA - MG;1,18;MORRO DA GARÇA - MG
1,01;CAPETINGA - MG;1;CAPETINGA - MG;1,19;CAPETINGA - MG;1,36;CAPETINGA - MG;1,33;CAPETINGA - MG
1,17;MARIANA - MG;1,23;MARIANA - MG;1,89;MARIANA - MG;1,1;MARIANA - MG;1,11;MARIANA - MG
1,14;SÃO SEBASTIÃO DO ALTO - RJ;1,17;SÃO SEBASTIÃO DO ALTO - RJ;1,72;SÃO SEBASTIÃO DO ALTO - RJ;1,11;SÃO SEBASTIÃO DO ALTO - RJ;1,13;SÃO SEBASTIÃO DO ALTO - RJ
1,1;CAPITÓLIO - MG;1,06;CAPITÓLIO - MG;1,38;CAPITÓLIO - MG;1,02;CAPITÓLIO - MG;1,04;CAPITÓLIO - MG
1,01;ITATUBA - PB;0,99;ITATUBA - PB;1,1;ITATUBA - PB;1,01;ITATUBA - PB;1;ITATUBA - PB
1;NOVA PORTEIRINHA - MG;1;NOVA PORTEIRINHA - MG;1,01;NOVA PORTEIRINHA - MG;0,99;NOVA PORTEIRINHA - MG;1;NOVA PORTEIRINHA - MG
1,26;ERVÁLIA - MG;1,21;ERVÁLIA - MG;1,34;ERVÁLIA - MG;1,04;ERVÁLIA - MG;1,09;ERVÁLIA - MG
1,32;VIÇOSA - MG;1,25;VIÇOSA - MG;1,27;VIÇOSA - MG;1,35;VIÇOSA - MG;1,21;VIÇOSA - MG
1,31;IGUAPE - SP;1,12;IGUAPE - SP;1,38;IGUAPE - SP;1,02;IGUAPE - SP;1,08;IGUAPE - SP
1,28;CURITIBANOS - SC;1,14;CURITIBANOS - SC;1,22;CURITIBANOS - SC;1,06;CURITIBANOS - SC;1,05;CURITIBANOS - SC
1,16;ESTRELA DO NORTE - GO;1,19;ESTRELA DO NORTE - GO;1,55;ESTRELA DO NORTE - GO;1,08;ESTRELA DO NORTE - GO;1,11;ESTRELA DO NORTE - GO
1;JUVENÍLIA - MG;1,01;JUVENÍLIA - MG;1,13;JUVENÍLIA - MG;1,04;JUVENÍLIA - MG;1,04;JUVENÍLIA - MG
0,99;ICHU - BA;1,01;ICHU - BA;1,15;ICHU - BA;1,04;ICHU - BA;1,01;ICHU - BA
1,07;COSMÓPOLIS - SP;1,18;COSMÓPOLIS - SP;1,38;COSMÓPOLIS - SP;1,31;COSMÓPOLIS - SP;1,21;COSMÓPOLIS - SP
1,06;MONTALVÂNIA - MG;1;MONTALVÂNIA - MG;1,05;MONTALVÂNIA - MG;1,05;MONTALVÂNIA - MG;1,06;MONTALVÂNIA - MG
1,01;SÃO FÉLIX DE MINAS - MG;1,12;SÃO FÉLIX DE MINAS - MG;1,45;SÃO FÉLIX DE MINAS - MG;1,16;SÃO FÉLIX DE MINAS - MG;1,14;SÃO FÉLIX DE MINAS - MG
1,06;CANABRAVA DO NORTE - MT;1,08;CANABRAVA DO NORTE - MT;1,22;CANABRAVA DO NORTE - MT;1,4;CANABRAVA DO NORTE - MT;1,24;CANABRAVA DO NORTE - MT
1,04;RESPLENDOR - MG;1,04;RESPLENDOR - MG;1,09;RESPLENDOR - MG;1,14;RESPLENDOR - MG;1,2;RESPLENDOR - MG
1,17;MIRASSOL D'OESTE - MT;1,04;MIRASSOL D'OESTE - MT;1,11;MIRASSOL D'OESTE - MT;1,14;MIRASSOL D'OESTE - MT;1,19;MIRASSOL D'OESTE - MT
1,11;SANTA INÊS - MA;1;SANTA INÊS - MA;1,02;SANTA INÊS - MA;1,21;SANTA INÊS - MA;1,26;SANTA INÊS - MA
1,74;BARÃO DE GRAJAÚ - MA;1,84;BARÃO DE GRAJAÚ - MA;1,52;BARÃO DE GRAJAÚ - MA;1,03;BARÃO DE GRAJAÚ - MA;1,04;BARÃO DE GRAJAÚ - MA
1,16;TUBARÃO - SC;1,21;TUBARÃO - SC;1,61;TUBARÃO - SC;1,28;TUBARÃO - SC;1,18;TUBARÃO - SC
1,02;SANTANA DE CATAGUASES - MG;1,03;SANTANA DE CATAGUASES - MG;1,18;SANTANA DE CATAGUASES - MG;0,99;SANTANA DE CATAGUASES - MG;1;SANTANA DE CATAGUASES - MG
1,03;PORTEIRINHA - MG;0,98;PORTEIRINHA - MG;0,97;PORTEIRINHA - MG;1,03;PORTEIRINHA - MG;1,05;PORTEIRINHA - MG
1,04;MAUÁ DA SERRA - PR;1,02;MAUÁ DA SERRA - PR;1,23;MAUÁ DA SERRA - PR;1;MAUÁ DA SERRA - PR;1,01;MAUÁ DA SERRA - PR
1,07;MUTUM - MG;1,03;MUTUM - MG;1,13;MUTUM - MG;1,01;MUTUM - MG;1,04;MUTUM - MG
1,01;GUARACIAMA - MG;1,02;GUARACIAMA - MG;1,34;GUARACIAMA - MG;1,16;GUARACIAMA - MG;1,7;GUARACIAMA - MG
1,44;SÃO GERALDO - MG;1,2;SÃO GERALDO - MG;1,37;SÃO GERALDO - MG;1,03;SÃO GERALDO - MG;1;SÃO GERALDO - MG
1,06;JACARÉ DOS HOMENS - AL;1,17;JACARÉ DOS HOMENS - AL;1,25;JACARÉ DOS HOMENS - AL;1,14;JACARÉ DOS HOMENS - AL;1,1;JACARÉ DOS HOMENS - AL
1,03;ITAPETINGA - BA;1,01;ITAPETINGA - BA;1,13;ITAPETINGA - BA;1,16;ITAPETINGA - BA;1,14;ITAPETINGA - BA
1,08;ITAPORANGA - SP;1,05;ITAPORANGA - SP;1,56;ITAPORANGA - SP;1,1;ITAPORANGA - SP;1,15;ITAPORANGA - SP
1,14;OURO BRANCO - MG;1,09;OURO BRANCO - MG;1,31;OURO BRANCO - MG;1,22;OURO BRANCO - MG;1,16;OURO BRANCO - MG
1,02;UBAÍ - MG;1,02;UBAÍ - MG;1,28;UBAÍ - MG;1,14;UBAÍ - MG;1,1;UBAÍ - MG
1,06;PEDRAS DE MARIA DA CRUZ - MG;1;PEDRAS DE MARIA DA CRUZ - MG;1,14;PEDRAS DE MARIA DA CRUZ - MG;1,07;PEDRAS DE MARIA DA CRUZ - MG;1,1;PEDRAS DE MARIA DA CRUZ - MG
1,11;ITACARAMBI - MG;1,14;ITACARAMBI - MG;1,11;ITACARAMBI - MG;1,06;ITACARAMBI - MG;1,08;ITACARAMBI - MG
1,13;PINHEIROS - ES;1,05;PINHEIROS - ES;1,11;PINHEIROS - ES;1,03;PINHEIROS - ES;1,07;PINHEIROS - ES
1,11;BOA HORA - PI;1,11;BOA HORA - PI;1,29;BOA HORA - PI;1,23;BOA HORA - PI;1,25;BOA HORA - PI
1,03;REDENÇÃO DA SERRA - SP;1,06;REDENÇÃO DA SERRA - SP;1,21;REDENÇÃO DA SERRA - SP;1,22;REDENÇÃO DA SERRA - SP;1,2;REDENÇÃO DA SERRA - SP
1,02;PARICONHA - AL;1,04;PARICONHA - AL;1,16;PARICONHA - AL;1,07;PARICONHA - AL;1,05;PARICONHA - AL
1;SÃO RAFAEL - RN;0,99;SÃO RAFAEL - RN;1,04;SÃO RAFAEL - RN;1,05;SÃO RAFAEL - RN;1,03;SÃO RAFAEL - RN
1,1;DOUTOR SEVERIANO - RN;1,07;DOUTOR SEVERIANO - RN;1,18;DOUTOR SEVERIANO - RN;1,1;DOUTOR SEVERIANO - RN;1,1;DOUTOR SEVERIANO - RN
1,14;CORREIA PINTO - SC;1,12;CORREIA PINTO - SC;1,4;CORREIA PINTO - SC;1,29;CORREIA PINTO - SC;1,25;CORREIA PINTO - SC
1,05;CORURIPE - AL;1,02;CORURIPE - AL;1,84;CORURIPE - AL;1,2;CORURIPE - AL;1,18;CORURIPE - AL
1,07;ESPÍRITO SANTO DO DOURADO - MG;1,1;ESPÍRITO SANTO DO DOURADO - MG;1,34;ESPÍRITO SANTO DO DOURADO - MG;1,03;ESPÍRITO SANTO DO DOURADO - MG;1,04;ESPÍRITO SANTO DO DOURADO - MG
1,13;DOVERLÂNDIA - GO;1,05;DOVERLÂNDIA - GO;1,32;DOVERLÂNDIA - GO;1,15;DOVERLÂNDIA - GO;1,19;DOVERLÂNDIA - GO
1,07;ARCOS - MG;1,04;ARCOS - MG;1,3;ARCOS - MG;1,15;ARCOS - MG;1,16;ARCOS - MG
1,01;CORONEL JOÃO PESSOA - RN;1,08;CORONEL JOÃO PESSOA - RN;1,38;CORONEL JOÃO PESSOA - RN;1,07;CORONEL JOÃO PESSOA - RN;1,09;CORONEL JOÃO PESSOA - RN
1,18;ITAMONTE - MG;1,12;ITAMONTE - MG;1,28;ITAMONTE - MG;1,05;ITAMONTE - MG;1,06;ITAMONTE - MG
1,01;FRANCISCO SANTOS - PI;1,01;FRANCISCO SANTOS - PI;1,13;FRANCISCO SANTOS - PI;1,07;FRANCISCO SANTOS - PI;1,06;FRANCISCO SANTOS - PI
1,02;SÃO MIGUEL - RN;1;SÃO MIGUEL - RN;1,21;SÃO MIGUEL - RN;1,17;SÃO MIGUEL - RN;1,14;SÃO MIGUEL - RN
1,58;AGUIARNÓPOLIS - TO;1,35;AGUIARNÓPOLIS - TO;1,57;AGUIARNÓPOLIS - TO;1,21;AGUIARNÓPOLIS - TO;1,19;AGUIARNÓPOLIS - TO
0,99;SOLEDADE DE MINAS - MG;1,04;SOLEDADE DE MINAS - MG;1,16;SOLEDADE DE MINAS - MG;1,05;SOLEDADE DE MINAS - MG;1,04;SOLEDADE DE MINAS - MG
1,15;LEOPOLDO DE BULHÕES - GO;1,08;LEOPOLDO DE BULHÕES - GO;1,14;LEOPOLDO DE BULHÕES - GO;1,08;LEOPOLDO DE BULHÕES - GO;1,08;LEOPOLDO DE BULHÕES - GO
1,23;JEQUERI - MG;1,14;JEQUERI - MG;1,15;JEQUERI - MG;1,02;JEQUERI - MG;1,06;JEQUERI - MG
1,08;VEREDA - BA;1,07;VEREDA - BA;1,55;VEREDA - BA;1,24;VEREDA - BA;1,27;VEREDA - BA
1,05;INAJÁ - PR;1,16;INAJÁ - PR;1,34;INAJÁ - PR;1,14;INAJÁ - PR;1,22;INAJÁ - PR
1,17;IBIRAÇU - ES;1,12;IBIRAÇU - ES;1,31;IBIRAÇU - ES;1,1;IBIRAÇU - ES;1,11;IBIRAÇU - ES
1,73;SÃO JOSÉ DA LAGOA TAPADA - PB;1,97;SÃO JOSÉ DA LAGOA TAPADA - PB;1,88;SÃO JOSÉ DA LAGOA TAPADA - PB;1,08;SÃO JOSÉ DA LAGOA TAPADA - PB;1,09;SÃO JOSÉ DA LAGOA TAPADA - PB
1,16;PAULO FRONTIN - PR;1,09;PAULO FRONTIN - PR;1,27;PAULO FRONTIN - PR;1,25;PAULO FRONTIN - PR;1,23;PAULO FRONTIN - PR
1,17;MANTENA - MG;1,1;MANTENA - MG;1,11;MANTENA - MG;1,1;MANTENA - MG;1,11;MANTENA - MG
1,18;ENÉAS MARQUES - PR;1,21;ENÉAS MARQUES - PR;2,07;ENÉAS MARQUES - PR;1,13;ENÉAS MARQUES - PR;1,29;ENÉAS MARQUES - PR
1,14;CAPITÃO ENÉAS - MG;1,09;CAPITÃO ENÉAS - MG;1,17;CAPITÃO ENÉAS - MG;1,24;CAPITÃO ENÉAS - MG;1,31;CAPITÃO ENÉAS - MG
1,02;SANTANA DO DESERTO - MG;1,07;SANTANA DO DESERTO - MG;1,23;SANTANA DO DESERTO - MG;0,99;SANTANA DO DESERTO - MG;1;SANTANA DO DESERTO - MG
1,05;CÔNEGO MARINHO - MG;1,05;CÔNEGO MARINHO - MG;1,19;CÔNEGO MARINHO - MG;0,99;CÔNEGO MARINHO - MG;0,99;CÔNEGO MARINHO - MG
1,17;BRAÇO DO NORTE - SC;1,19;BRAÇO DO NORTE - SC;1,37;BRAÇO DO NORTE - SC;1,19;BRAÇO DO NORTE - SC;1,19;BRAÇO DO NORTE - SC
1,19;NOVA RESENDE - MG;1,07;NOVA RESENDE - MG;1,2;NOVA RESENDE - MG;1,02;NOVA RESENDE - MG;1,04;NOVA RESENDE - MG
1,4;BARCELOS - AM;1,23;BARCELOS - AM;1,55;BARCELOS - AM;1,1;BARCELOS - AM;1,11;BARCELOS - AM
1,11;CASSILÂNDIA - MS;1,07;CASSILÂNDIA - MS;1,54;CASSILÂNDIA - MS;1,22;CASSILÂNDIA - MS;1,22;CASSILÂNDIA - MS
1,05;ALVORADA DO NORTE - GO;1,07;ALVORADA DO NORTE - GO;1,26;ALVORADA DO NORTE - GO;1,09;ALVORADA DO NORTE - GO;1,1;ALVORADA DO NORTE - GO
1,05;AMARGOSA - BA;0,98;AMARGOSA - BA;1,09;AMARGOSA - BA;1,02;AMARGOSA - BA;1,04;AMARGOSA - BA
1,25;JURUTI - PA;1,07;JURUTI - PA;1,53;JURUTI - PA;1,56;JURUTI - PA;1,49;JURUTI - PA
1,15;BIGUAÇU - SC;1,07;BIGUAÇU - SC;1,23;BIGUAÇU - SC;1,05;BIGUAÇU - SC;1,06;BIGUAÇU - SC
1,03;CURAÇÁ - BA;1,02;CURAÇÁ - BA;8,73;CURAÇÁ - BA;1,25;CURAÇÁ - BA;2,27;CURAÇÁ - BA
1,25;SANTA CRUZ DOS MILAGRES - PI;1,26;SANTA CRUZ DOS MILAGRES - PI;1,42;SANTA CRUZ DOS MILAGRES - PI;1,28;SANTA CRUZ DOS MILAGRES - PI;1,23;SANTA CRUZ DOS MILAGRES - PI
0,97;PASSAGEM - PB;1,1;PASSAGEM - PB;1,42;PASSAGEM - PB;1,1;PASSAGEM - PB;1,08;PASSAGEM - PB
1,22;PORTO BARREIRO - PR;1,2;PORTO BARREIRO - PR;1,35;PORTO BARREIRO - PR;1,02;PORTO BARREIRO - PR;1,02;PORTO BARREIRO - PR
1,12;MAJOR ISIDORO - AL;1,07;MAJOR ISIDORO - AL;1,04;MAJOR ISIDORO - AL;1,06;MAJOR ISIDORO - AL;1,06;MAJOR ISIDORO - AL
1,11;LAGOA GRANDE - MG;1,12;LAGOA GRANDE - MG;1,26;LAGOA GRANDE - MG;1,04;LAGOA GRANDE - MG;1,02;LAGOA GRANDE - MG
1,15;QUARAÍ - RS;1,03;QUARAÍ - RS;1,18;QUARAÍ - RS;1,24;QUARAÍ - RS;1,24;QUARAÍ - RS
1,21;CAMPANHA - MG;1,05;CAMPANHA - MG;1,28;CAMPANHA - MG;1,11;CAMPANHA - MG;1,15;CAMPANHA - MG
1,24;ARAÇUAÍ - MG;1,08;ARAÇUAÍ - MG;1,13;ARAÇUAÍ - MG;1,12;ARAÇUAÍ - MG;1,08;ARAÇUAÍ - MG
1;CAMPESTRE DA SERRA - RS;1,07;CAMPESTRE DA SERRA - RS;1,19;CAMPESTRE DA SERRA - RS;1,02;CAMPESTRE DA SERRA - RS;1;CAMPESTRE DA SERRA - RS
1,06;ALTO GARÇAS - MT;1,04;ALTO GARÇAS - MT;1,29;ALTO GARÇAS - MT;1,24;ALTO GARÇAS - MT;1,15;ALTO GARÇAS - MT
1,05;MIRADOR - PR;1,16;MIRADOR - PR;1,65;MIRADOR - PR;1,06;MIRADOR - PR;1,05;MIRADOR - PR
0,98;TABULEIRO - MG;1,07;TABULEIRO - MG;1,25;TABULEIRO - MG;1,05;TABULEIRO - MG;1,04;TABULEIRO - MG
1,16;CATOLÂNDIA - BA;1,19;CATOLÂNDIA - BA;1,43;CATOLÂNDIA - BA;0,99;CATOLÂNDIA - BA;1,01;CATOLÂNDIA - BA
1,01;RAPOSA - MA;0,96;RAPOSA - MA;0,97;RAPOSA - MA;1,22;RAPOSA - MA;1,23;RAPOSA - MA
1;MONTE CARLO - SC;1,09;MONTE CARLO - SC;1,21;MONTE CARLO - SC;1,02;MONTE CARLO - SC;1,02;MONTE CARLO - SC
1,03;GAMELEIRAS - MG;1,07;GAMELEIRAS - MG;1,34;GAMELEIRAS - MG;1;GAMELEIRAS - MG;1,02;GAMELEIRAS - MG
1,05;ITAPUÍ - SP;1,04;ITAPUÍ - SP;1,16;ITAPUÍ - SP;1,25;ITAPUÍ - SP;1,14;ITAPUÍ - SP
1,53;MARICÁ - RJ;1,39;MARICÁ - RJ;2,39;MARICÁ - RJ;1,28;MARICÁ - RJ;1,16;MARICÁ - RJ
3,69;CRISTALINA - GO;2,44;CRISTALINA - GO;2,36;CRISTALINA - GO;1,71;CRISTALINA - GO;3,54;CRISTALINA - GO
1,06;NOVA SERRANA - MG;1,05;NOVA SERRANA - MG;1,22;NOVA SERRANA - MG;1,26;NOVA SERRANA - MG;1,21;NOVA SERRANA - MG
1,03;NOVO ARIPUANÃ - AM;1,03;NOVO ARIPUANÃ - AM;1,11;NOVO ARIPUANÃ - AM;1,07;NOVO ARIPUANÃ - AM;1,07;NOVO ARIPUANÃ - AM
