LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,02;SÃO MIGUEL DO PASSA QUATRO - GO;1,06;SÃO MIGUEL DO PASSA QUATRO - GO;1,35;SÃO MIGUEL DO PASSA QUATRO - GO;1,11;SÃO MIGUEL DO PASSA QUATRO - GO;1,15;SÃO MIGUEL DO PASSA QUATRO - GO
1,24;MONTANHA - ES;1,25;MONTANHA - ES;1,26;MONTANHA - ES;1,09;MONTANHA - ES;1,1;MONTANHA - ES
1,13;CARMO DO CAJURU - MG;1,11;CARMO DO CAJURU - MG;1,11;CARMO DO CAJURU - MG;1,15;CARMO DO CAJURU - MG;1,19;CARMO DO CAJURU - MG
1,1;VARGEM GRANDE - MA;1,03;VARGEM GRANDE - MA;1;VARGEM GRANDE - MA;1,11;VARGEM GRANDE - MA;1,13;VARGEM GRANDE - MA
0,99;RIO MANSO - MG;1,04;RIO MANSO - MG;1,26;RIO MANSO - MG;1;RIO MANSO - MG;1,02;RIO MANSO - MG
1,24;ITAPIRA - SP;1,23;ITAPIRA - SP;1,34;ITAPIRA - SP;1,09;ITAPIRA - SP;1,09;ITAPIRA - SP
1,19;CANAS - SP;1,26;CANAS - SP;1,66;CANAS - SP;1,09;CANAS - SP;1,08;CANAS - SP
1,21;BATATAIS - SP;1,24;BATATAIS - SP;1,65;BATATAIS - SP;1,44;BATATAIS - SP;1,33;BATATAIS - SP
1,01;FRUTA DE LEITE - MG;1,05;FRUTA DE LEITE - MG;1,2;FRUTA DE LEITE - MG;1,05;FRUTA DE LEITE - MG;1,04;FRUTA DE LEITE - MG
1,43;PIRATUBA - SC;1,47;PIRATUBA - SC;1,71;PIRATUBA - SC;1,02;PIRATUBA - SC;1,03;PIRATUBA - SC
1,01;INIMUTABA - MG;1,03;INIMUTABA - MG;1,11;INIMUTABA - MG;1,06;INIMUTABA - MG;1,06;INIMUTABA - MG
1,15;BARÃO DE COCAIS - MG;1,07;BARÃO DE COCAIS - MG;1,55;BARÃO DE COCAIS - MG;1,1;BARÃO DE COCAIS - MG;1,11;BARÃO DE COCAIS - MG
1,25;HERCULÂNDIA - SP;1,15;HERCULÂNDIA - SP;1,31;HERCULÂNDIA - SP;1,11;HERCULÂNDIA - SP;1,07;HERCULÂNDIA - SP
1,41;MANHUAÇU - MG;1,3;MANHUAÇU - MG;1,27;MANHUAÇU - MG;1,23;MANHUAÇU - MG;1,31;MANHUAÇU - MG
1,01;MANAQUIRI - AM;0,99;MANAQUIRI - AM;0,97;MANAQUIRI - AM;1,06;MANAQUIRI - AM;1,06;MANAQUIRI - AM
1,11;CAÇADOR - SC;1,2;CAÇADOR - SC;1,32;CAÇADOR - SC;1,25;CAÇADOR - SC;1,16;CAÇADOR - SC
1,18;SÃO BENTO DO SUL - SC;1,23;SÃO BENTO DO SUL - SC;1,48;SÃO BENTO DO SUL - SC;1,2;SÃO BENTO DO SUL - SC;1,18;SÃO BENTO DO SUL - SC
1,02;DESTERRO DE ENTRE RIOS - MG;1,02;DESTERRO DE ENTRE RIOS - MG;1,15;DESTERRO DE ENTRE RIOS - MG;1;DESTERRO DE ENTRE RIOS - MG;1,02;DESTERRO DE ENTRE RIOS - MG
1,31;VERA - MT;1,2;VERA - MT;1,31;VERA - MT;0,99;VERA - MT;0,99;VERA - MT
1,18;MARMELEIRO - PR;1,09;MARMELEIRO - PR;1,37;MARMELEIRO - PR;1,13;MARMELEIRO - PR;1,14;MARMELEIRO - PR
1,1;IPIXUNA - AM;1,18;IPIXUNA - AM;1,14;IPIXUNA - AM;1,18;IPIXUNA - AM;1,21;IPIXUNA - AM
1,02;OURO BRANCO - RN;1,06;OURO BRANCO - RN;1,19;OURO BRANCO - RN;1,16;OURO BRANCO - RN;1,16;OURO BRANCO - RN
1,09;MARABÁ PAULISTA - SP;1,05;MARABÁ PAULISTA - SP;1,78;MARABÁ PAULISTA - SP;1,1;MARABÁ PAULISTA - SP;1,18;MARABÁ PAULISTA - SP
1,15;JAPERI - RJ;1,11;JAPERI - RJ;1,29;JAPERI - RJ;1,1;JAPERI - RJ;1,12;JAPERI - RJ
1,1;CELSO RAMOS - SC;1,17;CELSO RAMOS - SC;1,33;CELSO RAMOS - SC;1,24;CELSO RAMOS - SC;1,21;CELSO RAMOS - SC
1,12;SÃO GERALDO DA PIEDADE - MG;1,13;SÃO GERALDO DA PIEDADE - MG;1,62;SÃO GERALDO DA PIEDADE - MG;1,05;SÃO GERALDO DA PIEDADE - MG;1,07;SÃO GERALDO DA PIEDADE - MG
1;SÍTIO DO MATO - BA;0,99;SÍTIO DO MATO - BA;1,02;SÍTIO DO MATO - BA;1,09;SÍTIO DO MATO - BA;1,1;SÍTIO DO MATO - BA
1,69;NOVA BRASILÂNDIA - MT;1,68;NOVA BRASILÂNDIA - MT;2,03;NOVA BRASILÂNDIA - MT;1,33;NOVA BRASILÂNDIA - MT;1,3;NOVA BRASILÂNDIA - MT
1,04;ITAPITANGA - BA;1,08;ITAPITANGA - BA;1,37;ITAPITANGA - BA;1,08;ITAPITANGA - BA;1,09;ITAPITANGA - BA
1,11;IBITIRAMA - ES;1,12;IBITIRAMA - ES;2,02;IBITIRAMA - ES;1,38;IBITIRAMA - ES;1,39;IBITIRAMA - ES
1,26;ARAPIRACA - AL;1,15;ARAPIRACA - AL;1,92;ARAPIRACA - AL;1,3;ARAPIRACA - AL;1,27;ARAPIRACA - AL
6,07;RIBEIRÃO DO LARGO - BA;4,93;RIBEIRÃO DO LARGO - BA;4,23;RIBEIRÃO DO LARGO - BA;1,31;RIBEIRÃO DO LARGO - BA;3,54;RIBEIRÃO DO LARGO - BA
1,03;SENADOR RUI PALMEIRA - AL;1,06;SENADOR RUI PALMEIRA - AL;1,09;SENADOR RUI PALMEIRA - AL;0,99;SENADOR RUI PALMEIRA - AL;1,02;SENADOR RUI PALMEIRA - AL
1,06;IBIAM - SC;1,16;IBIAM - SC;1,36;IBIAM - SC;1,01;IBIAM - SC;1,03;IBIAM - SC
1,01;JARDIM DE PIRANHAS - RN;1,01;JARDIM DE PIRANHAS - RN;1,12;JARDIM DE PIRANHAS - RN;1,04;JARDIM DE PIRANHAS - RN;1,04;JARDIM DE PIRANHAS - RN
1,05;TAPAUÁ - AM;1,01;TAPAUÁ - AM;1,35;TAPAUÁ - AM;1,21;TAPAUÁ - AM;1,2;TAPAUÁ - AM
1,17;APIACÁS - MT;1,09;APIACÁS - MT;1,25;APIACÁS - MT;1,09;APIACÁS - MT;1,15;APIACÁS - MT
0,98;ENTRE RIOS - SC;1,05;ENTRE RIOS - SC;1,38;ENTRE RIOS - SC;1,16;ENTRE RIOS - SC;1,21;ENTRE RIOS - SC
1,04;RAFAEL JAMBEIRO - BA;1,02;RAFAEL JAMBEIRO - BA;1,01;RAFAEL JAMBEIRO - BA;1,08;RAFAEL JAMBEIRO - BA;1,09;RAFAEL JAMBEIRO - BA
1,16;SUCUPIRA DO RIACHÃO - MA;1,52;SUCUPIRA DO RIACHÃO - MA;3,13;SUCUPIRA DO RIACHÃO - MA;1,13;SUCUPIRA DO RIACHÃO - MA;1,12;SUCUPIRA DO RIACHÃO - MA
1,05;MIRAÍMA - CE;1,09;MIRAÍMA - CE;1,34;MIRAÍMA - CE;0,99;MIRAÍMA - CE;0,98;MIRAÍMA - CE
1,28;PORTEIRÃO - GO;1,2;PORTEIRÃO - GO;1,4;PORTEIRÃO - GO;1,35;PORTEIRÃO - GO;1,34;PORTEIRÃO - GO
1,34;LARANJA DA TERRA - ES;1,23;LARANJA DA TERRA - ES;1,35;LARANJA DA TERRA - ES;1,04;LARANJA DA TERRA - ES;1,04;LARANJA DA TERRA - ES
1,09;BUENÓPOLIS - MG;1,01;BUENÓPOLIS - MG;1,51;BUENÓPOLIS - MG;1,24;BUENÓPOLIS - MG;1,25;BUENÓPOLIS - MG
1,17;SÃO SEBASTIÃO - AL;1,24;SÃO SEBASTIÃO - AL;1,13;SÃO SEBASTIÃO - AL;1,29;SÃO SEBASTIÃO - AL;1,27;SÃO SEBASTIÃO - AL
1,17;ARAÇARIGUAMA - SP;1,18;ARAÇARIGUAMA - SP;1,54;ARAÇARIGUAMA - SP;1,28;ARAÇARIGUAMA - SP;1,4;ARAÇARIGUAMA - SP
1,12;CRUZEIRO DO OESTE - PR;1,09;CRUZEIRO DO OESTE - PR;1,32;CRUZEIRO DO OESTE - PR;1,41;CRUZEIRO DO OESTE - PR;1,31;CRUZEIRO DO OESTE - PR
1,06;PIRAPORA DO BOM JESUS - SP;1,18;PIRAPORA DO BOM JESUS - SP;1,52;PIRAPORA DO BOM JESUS - SP;1,42;PIRAPORA DO BOM JESUS - SP;1,33;PIRAPORA DO BOM JESUS - SP
0,99;RIO DO PRADO - MG;1,02;RIO DO PRADO - MG;1,41;RIO DO PRADO - MG;1,11;RIO DO PRADO - MG;1,1;RIO DO PRADO - MG
1,28;RIO DOS CEDROS - SC;1,21;RIO DOS CEDROS - SC;1,33;RIO DOS CEDROS - SC;0,99;RIO DOS CEDROS - SC;1;RIO DOS CEDROS - SC
1,07;POMPÉIA - SP;1,09;POMPÉIA - SP;1,26;POMPÉIA - SP;1;POMPÉIA - SP;1,02;POMPÉIA - SP
1,17;PALMITOS - SC;1,21;PALMITOS - SC;1,42;PALMITOS - SC;1,08;PALMITOS - SC;1,1;PALMITOS - SC
1;NOVA OLINDA - PB;1,06;NOVA OLINDA - PB;1,14;NOVA OLINDA - PB;1,02;NOVA OLINDA - PB;1,01;NOVA OLINDA - PB
1,28;SÃO JOSÉ DOS AUSENTES - RS;1,25;SÃO JOSÉ DOS AUSENTES - RS;1,44;SÃO JOSÉ DOS AUSENTES - RS;1,31;SÃO JOSÉ DOS AUSENTES - RS;1,17;SÃO JOSÉ DOS AUSENTES - RS
1,96;ARACAJU - SE;1,62;ARACAJU - SE;1,49;ARACAJU - SE;1,16;ARACAJU - SE;1,17;ARACAJU - SE
1,02;BOA VISTA DO TUPIM - BA;1,04;BOA VISTA DO TUPIM - BA;1,04;BOA VISTA DO TUPIM - BA;1,07;BOA VISTA DO TUPIM - BA;1,07;BOA VISTA DO TUPIM - BA
1,12;MIRANTE DA SERRA - RO;1,13;MIRANTE DA SERRA - RO;1,12;MIRANTE DA SERRA - RO;1,15;MIRANTE DA SERRA - RO;1,1;MIRANTE DA SERRA - RO
1,02;NAZARÉ - BA;1,01;NAZARÉ - BA;1,02;NAZARÉ - BA;1,05;NAZARÉ - BA;1,08;NAZARÉ - BA
1,17;COLNIZA - MT;1,19;COLNIZA - MT;1,05;COLNIZA - MT;0,98;COLNIZA - MT;1;COLNIZA - MT
1,12;CAPIXABA - AC;1,07;CAPIXABA - AC;1,01;CAPIXABA - AC;1,12;CAPIXABA - AC;1,08;CAPIXABA - AC
1,06;RANCHO ALEGRE - PR;1,13;RANCHO ALEGRE - PR;1,46;RANCHO ALEGRE - PR;1,16;RANCHO ALEGRE - PR;1,19;RANCHO ALEGRE - PR
0,98;DOM BOSCO - MG;1,05;DOM BOSCO - MG;1,21;DOM BOSCO - MG;1;DOM BOSCO - MG;1,01;DOM BOSCO - MG
1;BORBOREMA - PB;1,02;BORBOREMA - PB;1,07;BORBOREMA - PB;1,01;BORBOREMA - PB;0,99;BORBOREMA - PB
1,04;PONGAÍ - SP;1,06;PONGAÍ - SP;1,23;PONGAÍ - SP;1,08;PONGAÍ - SP;1,06;PONGAÍ - SP
1,08;ANHEMBI - SP;1,12;ANHEMBI - SP;1,82;ANHEMBI - SP;1,11;ANHEMBI - SP;1,08;ANHEMBI - SP
1,27;ITORORÓ - BA;1,24;ITORORÓ - BA;1,22;ITORORÓ - BA;1,09;ITORORÓ - BA;1,17;ITORORÓ - BA
1;NOVA OLINDA DO NORTE - AM;0,98;NOVA OLINDA DO NORTE - AM;0,99;NOVA OLINDA DO NORTE - AM;1,01;NOVA OLINDA DO NORTE - AM;1,04;NOVA OLINDA DO NORTE - AM
1,04;VERMELHO NOVO - MG;1,09;VERMELHO NOVO - MG;1,31;VERMELHO NOVO - MG;1,1;VERMELHO NOVO - MG;1,11;VERMELHO NOVO - MG
1,42;LAGUNA - SC;1,2;LAGUNA - SC;1,32;LAGUNA - SC;1,04;LAGUNA - SC;1,09;LAGUNA - SC
1,2;SANTANA DA VARGEM - MG;1,13;SANTANA DA VARGEM - MG;1,25;SANTANA DA VARGEM - MG;1,21;SANTANA DA VARGEM - MG;1,15;SANTANA DA VARGEM - MG
0,98;SANTANA DOS MONTES - MG;1,01;SANTANA DOS MONTES - MG;1,33;SANTANA DOS MONTES - MG;1;SANTANA DOS MONTES - MG;1,02;SANTANA DOS MONTES - MG
1,07;LAJES - RN;1,02;LAJES - RN;1,16;LAJES - RN;1,03;LAJES - RN;1,05;LAJES - RN
1,2;MONDAÍ - SC;1,08;MONDAÍ - SC;1,29;MONDAÍ - SC;1,08;MONDAÍ - SC;1,06;MONDAÍ - SC
1,26;ITAPEBI - BA;1,13;ITAPEBI - BA;1,46;ITAPEBI - BA;1,27;ITAPEBI - BA;1,16;ITAPEBI - BA
1,08;PONTALINA - GO;1,05;PONTALINA - GO;1,29;PONTALINA - GO;1,05;PONTALINA - GO;1,07;PONTALINA - GO
1,47;BOA VISTA - RR;1,38;BOA VISTA - RR;1,33;BOA VISTA - RR;1,18;BOA VISTA - RR;1,1;BOA VISTA - RR
1,05;PALMÓPOLIS - MG;1,06;PALMÓPOLIS - MG;1,18;PALMÓPOLIS - MG;1,13;PALMÓPOLIS - MG;1,09;PALMÓPOLIS - MG
1,1;JABOTICABA - RS;1,2;JABOTICABA - RS;1,23;JABOTICABA - RS;1,37;JABOTICABA - RS;1,18;JABOTICABA - RS
1,12;GOIANÉSIA - GO;1,12;GOIANÉSIA - GO;1,25;GOIANÉSIA - GO;1,13;GOIANÉSIA - GO;1,18;GOIANÉSIA - GO
1,29;NOVA PONTE - MG;1,28;NOVA PONTE - MG;1,39;NOVA PONTE - MG;1,2;NOVA PONTE - MG;1,25;NOVA PONTE - MG
1,03;MATURÉIA - PB;1,03;MATURÉIA - PB;1,2;MATURÉIA - PB;1,16;MATURÉIA - PB;1,12;MATURÉIA - PB
1,14;URUPEMA - SC;1,36;URUPEMA - SC;1,69;URUPEMA - SC;1,05;URUPEMA - SC;1,05;URUPEMA - SC
1,19;GUARAMIRIM - SC;1,08;GUARAMIRIM - SC;1,18;GUARAMIRIM - SC;1,03;GUARAMIRIM - SC;1,07;GUARAMIRIM - SC
0,99;JACARAÚ - PB;1;JACARAÚ - PB;1,44;JACARAÚ - PB;1,17;JACARAÚ - PB;1,16;JACARAÚ - PB
1,19;IGARATINGA - MG;1,04;IGARATINGA - MG;1,16;IGARATINGA - MG;1,06;IGARATINGA - MG;1,09;IGARATINGA - MG
1,21;JUÍNA - MT;1,11;JUÍNA - MT;1,21;JUÍNA - MT;1,14;JUÍNA - MT;1,24;JUÍNA - MT
1,16;IPUAÇU - SC;1,13;IPUAÇU - SC;1,27;IPUAÇU - SC;1,06;IPUAÇU - SC;1,04;IPUAÇU - SC
1,25;SEVERÍNIA - SP;1,31;SEVERÍNIA - SP;1,18;SEVERÍNIA - SP;1,03;SEVERÍNIA - SP;1,03;SEVERÍNIA - SP
1,08;SANTA TEREZINHA - PE;1,04;SANTA TEREZINHA - PE;1,03;SANTA TEREZINHA - PE;1,12;SANTA TEREZINHA - PE;1,1;SANTA TEREZINHA - PE
1,17;GAÚCHA DO NORTE - MT;1,05;GAÚCHA DO NORTE - MT;1,52;GAÚCHA DO NORTE - MT;1,21;GAÚCHA DO NORTE - MT;1,23;GAÚCHA DO NORTE - MT
0,98;TANQUE NOVO - BA;0,96;TANQUE NOVO - BA;1,19;TANQUE NOVO - BA;1,07;TANQUE NOVO - BA;1,07;TANQUE NOVO - BA
1,05;LUÍS ANTÔNIO - SP;1,09;LUÍS ANTÔNIO - SP;1,36;LUÍS ANTÔNIO - SP;1,27;LUÍS ANTÔNIO - SP;1,24;LUÍS ANTÔNIO - SP
1,24;ITUVERAVA - SP;1,25;ITUVERAVA - SP;1,21;ITUVERAVA - SP;1,03;ITUVERAVA - SP;1,05;ITUVERAVA - SP
0,99;JANUÁRIO CICCO - RN;0,98;JANUÁRIO CICCO - RN;1,04;JANUÁRIO CICCO - RN;1,25;JANUÁRIO CICCO - RN;1,17;JANUÁRIO CICCO - RN
1,32;NERÓPOLIS - GO;1,1;NERÓPOLIS - GO;1,48;NERÓPOLIS - GO;1,15;NERÓPOLIS - GO;1,3;NERÓPOLIS - GO
1,06;BOM JESUS DO TOCANTINS - TO;1,07;BOM JESUS DO TOCANTINS - TO;1,22;BOM JESUS DO TOCANTINS - TO;1,21;BOM JESUS DO TOCANTINS - TO;1,18;BOM JESUS DO TOCANTINS - TO
1,15;TREMEMBÉ - SP;1,04;TREMEMBÉ - SP;1,35;TREMEMBÉ - SP;1,09;TREMEMBÉ - SP;1,14;TREMEMBÉ - SP
1;AIURUOCA - MG;1,05;AIURUOCA - MG;1,38;AIURUOCA - MG;1,05;AIURUOCA - MG;1,05;AIURUOCA - MG
1,27;RIO DAS ANTAS - SC;1,27;RIO DAS ANTAS - SC;1,37;RIO DAS ANTAS - SC;1,08;RIO DAS ANTAS - SC;1,09;RIO DAS ANTAS - SC
1,03;PORTO DO MANGUE - RN;1,02;PORTO DO MANGUE - RN;1,08;PORTO DO MANGUE - RN;1,13;PORTO DO MANGUE - RN;1,09;PORTO DO MANGUE - RN
1,27;GUARACIABA - SC;1,23;GUARACIABA - SC;1,62;GUARACIABA - SC;1,1;GUARACIABA - SC;1,11;GUARACIABA - SC
1,24;TARUMIRIM - MG;1,23;TARUMIRIM - MG;1,26;TARUMIRIM - MG;1,03;TARUMIRIM - MG;1,04;TARUMIRIM - MG
1,05;JUCURUÇU - BA;1,02;JUCURUÇU - BA;1,25;JUCURUÇU - BA;1,28;JUCURUÇU - BA;1,24;JUCURUÇU - BA
1;JORDÂNIA - MG;0,99;JORDÂNIA - MG;1,41;JORDÂNIA - MG;1,06;JORDÂNIA - MG;1,06;JORDÂNIA - MG
1,34;QUERÊNCIA - MT;1,08;QUERÊNCIA - MT;1,38;QUERÊNCIA - MT;1,12;QUERÊNCIA - MT;1,17;QUERÊNCIA - MT
1,19;MESSIAS TARGINO - RN;1,23;MESSIAS TARGINO - RN;1,71;MESSIAS TARGINO - RN;1,17;MESSIAS TARGINO - RN;1,19;MESSIAS TARGINO - RN
1,14;DELMIRO GOUVEIA - AL;1,04;DELMIRO GOUVEIA - AL;1;DELMIRO GOUVEIA - AL;1,28;DELMIRO GOUVEIA - AL;1,31;DELMIRO GOUVEIA - AL
1,13;PIRATININGA - SP;1,1;PIRATININGA - SP;1,18;PIRATININGA - SP;1,04;PIRATININGA - SP;1,02;PIRATININGA - SP
1,11;SÃO DOMINGOS - BA;1,1;SÃO DOMINGOS - BA;1,28;SÃO DOMINGOS - BA;1,06;SÃO DOMINGOS - BA;1,08;SÃO DOMINGOS - BA
1,17;MANDAGUAÇU - PR;1,15;MANDAGUAÇU - PR;1,09;MANDAGUAÇU - PR;1,1;MANDAGUAÇU - PR;1,27;MANDAGUAÇU - PR
1,07;BARRO PRETO - BA;1,19;BARRO PRETO - BA;1,36;BARRO PRETO - BA;1,21;BARRO PRETO - BA;1,2;BARRO PRETO - BA
1,18;MONTEIRÓPOLIS - AL;1,32;MONTEIRÓPOLIS - AL;1,36;MONTEIRÓPOLIS - AL;1,14;MONTEIRÓPOLIS - AL;1,19;MONTEIRÓPOLIS - AL
1,13;ALÉM PARAÍBA - MG;1,09;ALÉM PARAÍBA - MG;1,09;ALÉM PARAÍBA - MG;1,09;ALÉM PARAÍBA - MG;1,12;ALÉM PARAÍBA - MG
1,06;SIDROLÂNDIA - MS;1,15;SIDROLÂNDIA - MS;1,3;SIDROLÂNDIA - MS;1,08;SIDROLÂNDIA - MS;1,12;SIDROLÂNDIA - MS
1,26;URUANA - GO;1,14;URUANA - GO;1,48;URUANA - GO;1,07;URUANA - GO;1,09;URUANA - GO
1,09;SOLEDADE - PB;1,09;SOLEDADE - PB;1,13;SOLEDADE - PB;1,01;SOLEDADE - PB;1,01;SOLEDADE - PB
1,28;CUMARI - GO;1,6;CUMARI - GO;1,62;CUMARI - GO;1,06;CUMARI - GO;1,06;CUMARI - GO
1,07;CRISTALÂNDIA DO PIAUÍ - PI;1,05;CRISTALÂNDIA DO PIAUÍ - PI;1,22;CRISTALÂNDIA DO PIAUÍ - PI;1,05;CRISTALÂNDIA DO PIAUÍ - PI;1,04;CRISTALÂNDIA DO PIAUÍ - PI
1;MANGA - MG;0,99;MANGA - MG;1,09;MANGA - MG;1,09;MANGA - MG;1,01;MANGA - MG
1,22;GUAJARÁ - AM;1,16;GUAJARÁ - AM;1,32;GUAJARÁ - AM;1,11;GUAJARÁ - AM;1,19;GUAJARÁ - AM
1,05;ANGICAL - BA;1,04;ANGICAL - BA;1,02;ANGICAL - BA;1,01;ANGICAL - BA;1,01;ANGICAL - BA
1,22;SÃO JOÃO BATISTA - SC;1,24;SÃO JOÃO BATISTA - SC;1,2;SÃO JOÃO BATISTA - SC;1,06;SÃO JOÃO BATISTA - SC;1,08;SÃO JOÃO BATISTA - SC
1,18;PIRACEMA - MG;1,07;PIRACEMA - MG;1,07;PIRACEMA - MG;1,04;PIRACEMA - MG;1,05;PIRACEMA - MG
0,98;ITARANTIM - BA;0,98;ITARANTIM - BA;1,02;ITARANTIM - BA;1,02;ITARANTIM - BA;1,02;ITARANTIM - BA
1,19;ANAURILÂNDIA - MS;1,11;ANAURILÂNDIA - MS;1,46;ANAURILÂNDIA - MS;1,11;ANAURILÂNDIA - MS;1,13;ANAURILÂNDIA - MS
1,32;RAUL SOARES - MG;1,19;RAUL SOARES - MG;1,32;RAUL SOARES - MG;1,04;RAUL SOARES - MG;1,03;RAUL SOARES - MG
1,06;RIO DOS BOIS - TO;1,06;RIO DOS BOIS - TO;1,26;RIO DOS BOIS - TO;1,02;RIO DOS BOIS - TO;1,07;RIO DOS BOIS - TO
1,1;FLÓRIDA - PR;1,26;FLÓRIDA - PR;1,5;FLÓRIDA - PR;1,05;FLÓRIDA - PR;1,15;FLÓRIDA - PR
1,12;FELISBURGO - MG;1,09;FELISBURGO - MG;1,23;FELISBURGO - MG;1,04;FELISBURGO - MG;1,08;FELISBURGO - MG
1,03;BREJINHO - RN;1,03;BREJINHO - RN;1,02;BREJINHO - RN;0,98;BREJINHO - RN;0,98;BREJINHO - RN
1,24;ÁGUAS MORNAS - SC;1,19;ÁGUAS MORNAS - SC;1,25;ÁGUAS MORNAS - SC;1,14;ÁGUAS MORNAS - SC;1,11;ÁGUAS MORNAS - SC
0,99;IBATEGUARA - AL;0,97;IBATEGUARA - AL;1,03;IBATEGUARA - AL;1,11;IBATEGUARA - AL;1,11;IBATEGUARA - AL
1,04;BELÁGUA - MA;1,33;BELÁGUA - MA;1,39;BELÁGUA - MA;1,06;BELÁGUA - MA;1,08;BELÁGUA - MA
1,01;SÃO PEDRO DOS FERROS - MG;1,03;SÃO PEDRO DOS FERROS - MG;1,18;SÃO PEDRO DOS FERROS - MG;0,99;SÃO PEDRO DOS FERROS - MG;1;SÃO PEDRO DOS FERROS - MG
1,02;COTEGIPE - BA;1,06;COTEGIPE - BA;1,19;COTEGIPE - BA;1,01;COTEGIPE - BA;1,02;COTEGIPE - BA
1,06;BARRA DE SANTANA - PB;1,03;BARRA DE SANTANA - PB;1;BARRA DE SANTANA - PB;0,97;BARRA DE SANTANA - PB;0,97;BARRA DE SANTANA - PB
1,16;CHAPADA DOS GUIMARÃES - MT;1,08;CHAPADA DOS GUIMARÃES - MT;1,21;CHAPADA DOS GUIMARÃES - MT;1,06;CHAPADA DOS GUIMARÃES - MT;1,1;CHAPADA DOS GUIMARÃES - MT
2,46;DOM JOAQUIM - MG;2,9;DOM JOAQUIM - MG;2,94;DOM JOAQUIM - MG;1,04;DOM JOAQUIM - MG;1;DOM JOAQUIM - MG
1,05;BURITINÓPOLIS - GO;1,11;BURITINÓPOLIS - GO;1,31;BURITINÓPOLIS - GO;1,13;BURITINÓPOLIS - GO;1,15;BURITINÓPOLIS - GO
1,07;TUPIRAMA - TO;1,24;TUPIRAMA - TO;1,46;TUPIRAMA - TO;1,19;TUPIRAMA - TO;1,28;TUPIRAMA - TO
1,3;SAPUCAIA - RJ;1,11;SAPUCAIA - RJ;1,31;SAPUCAIA - RJ;1,15;SAPUCAIA - RJ;1,16;SAPUCAIA - RJ
1,13;PALMEIRA - SC;1,23;PALMEIRA - SC;1,61;PALMEIRA - SC;1,1;PALMEIRA - SC;1,16;PALMEIRA - SC
1,13;SABARÁ - MG;1,06;SABARÁ - MG;1,27;SABARÁ - MG;1,24;SABARÁ - MG;1,26;SABARÁ - MG
1,05;SANTA CRUZ DA BAIXA VERDE - PE;1,16;SANTA CRUZ DA BAIXA VERDE - PE;1,52;SANTA CRUZ DA BAIXA VERDE - PE;1,01;SANTA CRUZ DA BAIXA VERDE - PE;1,03;SANTA CRUZ DA BAIXA VERDE - PE
1,31;NOVA TRENTO - SC;1,18;NOVA TRENTO - SC;1,23;NOVA TRENTO - SC;1,03;NOVA TRENTO - SC;1,05;NOVA TRENTO - SC
1,26;ÁGUA COMPRIDA - MG;1,33;ÁGUA COMPRIDA - MG;1,71;ÁGUA COMPRIDA - MG;1,15;ÁGUA COMPRIDA - MG;1,2;ÁGUA COMPRIDA - MG
1,01;MURICILÂNDIA - TO;1,1;MURICILÂNDIA - TO;1,11;MURICILÂNDIA - TO;1,09;MURICILÂNDIA - TO;1,15;MURICILÂNDIA - TO
1,13;ITAMBACURI - MG;1,03;ITAMBACURI - MG;1,18;ITAMBACURI - MG;1,03;ITAMBACURI - MG;1,02;ITAMBACURI - MG
1,05;ITAPOROROCA - PB;1,02;ITAPOROROCA - PB;1,2;ITAPOROROCA - PB;1,13;ITAPOROROCA - PB;1,22;ITAPOROROCA - PB
1,3;GUAJARÁ-MIRIM - RO;1,15;GUAJARÁ-MIRIM - RO;1,27;GUAJARÁ-MIRIM - RO;1,05;GUAJARÁ-MIRIM - RO;1,1;GUAJARÁ-MIRIM - RO
1;ALTO JEQUITIBÁ - MG;0,99;ALTO JEQUITIBÁ - MG;1,16;ALTO JEQUITIBÁ - MG;1;ALTO JEQUITIBÁ - MG;1,02;ALTO JEQUITIBÁ - MG
1,31;RORAINÓPOLIS - RR;1,53;RORAINÓPOLIS - RR;1,8;RORAINÓPOLIS - RR;1,13;RORAINÓPOLIS - RR;1,15;RORAINÓPOLIS - RR
1,27;LAGOA DA PRATA - MG;1,18;LAGOA DA PRATA - MG;1,32;LAGOA DA PRATA - MG;1,13;LAGOA DA PRATA - MG;1,2;LAGOA DA PRATA - MG
1,1;SANTA CRUZ - PB;1,06;SANTA CRUZ - PB;1,05;SANTA CRUZ - PB;1,07;SANTA CRUZ - PB;1,09;SANTA CRUZ - PB
1,01;ABREULÂNDIA - TO;1,13;ABREULÂNDIA - TO;1,32;ABREULÂNDIA - TO;1,15;ABREULÂNDIA - TO;1,13;ABREULÂNDIA - TO
1,75;CAMBUCI - RJ;1,33;CAMBUCI - RJ;1,63;CAMBUCI - RJ;1,46;CAMBUCI - RJ;1,23;CAMBUCI - RJ
1,28;PASSO DE CAMARAGIBE - AL;1,16;PASSO DE CAMARAGIBE - AL;1,17;PASSO DE CAMARAGIBE - AL;1,17;PASSO DE CAMARAGIBE - AL;1,27;PASSO DE CAMARAGIBE - AL
1,18;MARECHAL FLORIANO - ES;1,1;MARECHAL FLORIANO - ES;1,56;MARECHAL FLORIANO - ES;1,1;MARECHAL FLORIANO - ES;1,1;MARECHAL FLORIANO - ES
