#Codigo;Cidade;GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
352265;Itapirapuã Paulista - SP;1;-11826,98;0,01;1,28;1,28;1;-5187,05;0;1,04;1,04
430637;Dilermando de Aguiar - RS;1;-11828,46;0,01;1,34;1,35;1;-1053,76;0,02;1,22;1,23
353500;Palestina - SP;1;-11829,35;0,01;1,17;1,17;1;-8224,57;0;0,98;0,98
291955;Luís Eduardo Magalhães - BA;1;-11831,44;0,45;1,43;1,43;1;-4302,89;0,46;1,17;1,17
351780;Guaraçaí - SP;1;-11832,41;0,17;1,26;1,27;1;-6964,46;0;1,04;1,04
241240;São José do Seridó - RN;1;-11832,42;0,47;1,3;1,3;1;-5844,49;0;1,09;1,09
410220;Atalaia - PR;1;-11834,88;0,01;1,23;1,23;1;-4684,15;0,98;1,11;1,11
354490;Sales Oliveira - SP;1;-11834,9;0,05;1,33;1,33;1;-9477,27;0,02;1,09;1,09
350390;Arujá - SP;1;-11835,18;0,02;1,42;1,42;1;-4448,95;0,99;1,31;1,32
411435;Manfrinópolis - PR;1;-11837,47;0,02;1,19;1,19;1;-6825,82;0;0,99;0,99
312250;Dom Cavati - MG;1;-11844,87;1;1,33;1,34;1;-6887,94;1;1,05;1,05
411695;Nova Esperança do Sudoeste - PR;1;-11847,42;0;1,19;1,19;1;-6451,75;0;1,02;1,02
314655;Pai Pedro - MG;1;-11847,96;1;1,3;1,3;1;-5423,48;0,06;1;1
411310;Kaloré - PR;1;-11850,59;0,25;1,3;1,3;1;-6072,87;0,01;1,01;1,01
432045;Sério - RS;1;-11852,14;1;1,48;1,49;1;-5874,1;1;1,14;1,14
510779;Santo Antônio do Leste - MT;1;-11854,33;0,01;1,32;1,33;1;-6283,81;0;1,04;1,04
430607;Cristal do Sul - RS;1;-11854,72;0,14;1,25;1,24;1;-6677,54;0;0,98;0,98
353715;Pedrinhas Paulista - SP;1;-11855,33;0,88;1,43;1,43;1;-6808,65;0,51;1,14;1,14
350740;Borborema - SP;1;-11855,82;0;1,15;1,15;1;-10584,68;0;1,01;1,01
412015;Porto Barreiro - PR;1;-11856,9;0,7;1,34;1,35;1;-4972,1;0,26;1,02;1,02
355310;Taiaçu - SP;1;-11857,87;0;1,25;1,25;1;-6555,71;0,99;1,27;1,27
420820;Itajaí - SC;1;-11858,04;0,99;1,54;1,55;1;-1053,84;0,99;1,18;1,18
420400;Catanduvas - SC;1;-11859,11;0,25;1,2;1,2;1;-8316,42;0,97;1,13;1,14
431342;Novo Machado - RS;1;-11860,22;0,13;1,62;1,63;1;-7638,07;0,03;1,06;1,05
354700;Santa Maria da Serra - SP;1;-11860,71;0,67;1,27;1,27;1;-4822;0,58;1,14;1,13
421568;Santa Terezinha do Progresso - SC;1;-11861,43;0;1,18;1,19;1;-5591,11;0,98;1,07;1,08
350450;Avaré - SP;1;-11862,38;0,25;1,33;1,34;1;292,81;1;1,27;1,27
310930;Buritis - MG;1;-11864,67;0,04;1,18;1,18;1;-8546,5;0,02;1,08;1,09
312965;Ibiracatu - MG;1;-11864,7;1;1,49;1,49;1;-5702,53;1;1,11;1,12
251300;Salgadinho - PB;1;-11864,9;0,07;1,24;1,24;1;-3640,12;0,01;1,05;1,06
352890;Mariápolis - SP;1;-11865,47;0,01;1,2;1,21;1;-6794,72;0,01;0,97;0,97
431065;Itati - RS;1;-11878,19;0,08;1,25;1,25;1;2745,13;0,02;1,13;1,13
315910;Santana dos Montes - MG;1;-11879,61;0,02;1,32;1,33;1;-7545,64;0;1,02;1,02
431295;Nova Boa Vista - RS;1;-11881,63;0;1,24;1,25;1;-7096,32;0;1,06;1,06
521375;Montividiu - GO;1;-11888,75;1;1,62;1,63;1;-8360,48;0,93;1,17;1,18
431190;Marcelino Ramos - RS;1;-11889,95;0,59;1,3;1,31;1;-6845,51;0,12;1,02;1,02
432023;Sede Nova - RS;1;-11892,43;0,04;1,41;1,41;1;-7111,73;0,93;1,13;1,13
330615;Varre-Sai - RJ;1;-11892,49;0,24;1,46;1,47;1;-11008,3;0;1,02;1,02
315550;Rio Paranaíba - MG;1;-11895,84;0;1,13;1,13;1;-8149,01;0,42;1,07;1,07
352630;Lagoinha - SP;1;-11896,07;1;1,37;1,37;1;-5785,09;0,01;1,05;1,05
411745;Ouro Verde do Oeste - PR;1;-11897,59;0,12;1,33;1,34;1;-6092,46;1;1,13;1,13
354160;Promissão - SP;1;-11898,45;0,25;1,35;1,36;1;-8166,01;0,98;1,14;1,15
220558;Lagoa do Piauí - PI;1;-11904,67;0,01;1,22;1,22;1;-6343,45;0;1;1
522220;Vila Boa - GO;1;-11908,7;0,02;1,2;1,2;1;-7256,75;0,84;1,18;1,18
320170;Conceição do Castelo - ES;1;-11911,18;0,02;1,26;1,27;1;-8316,99;0,01;1,03;1,03
420430;Concórdia - SC;1;-11912,72;0,08;1,29;1,29;1;-5936,41;0,18;1,08;1,08
420425;Cocal do Sul - SC;1;-11914,37;0,01;1,26;1,26;1;-9109,21;0,97;1,12;1,12
420640;Guaraciaba - SC;1;-11915,39;1;1,61;1,62;1;-4291,31;0,65;1,11;1,11
421750;Seara - SC;1;-11916,35;1;1,35;1,36;1;-8306,78;0,02;1,13;1,14
314890;Pedra do Indaiá - MG;1;-11917,47;0,48;1,38;1,39;1;-6856,49;0,1;1,02;1,02
170025;Abreulândia - TO;1;-11919,02;0,02;1,31;1,32;1;-2207,67;0,15;1,12;1,13
320050;Apiacá - ES;1;-11919,41;0,05;1,34;1,35;1;-7810,04;1;1,16;1,16
316160;São Geraldo da Piedade - MG;1;-11925,1;0,91;1,61;1,62;1;-6461,51;0,19;1,07;1,07
240990;Pendências - RN;1;-11925,67;0;1,08;1,08;1;-7645,58;0,13;1,06;1,06
421240;Pedras Grandes - SC;1;-11925,71;0,01;1,2;1,2;1;-6535,16;0;1,01;1,01
355390;Tarabai - SP;1;-11929,24;0;1,16;1,16;1;-6158,7;0;1,04;1,05
410754;Espigão Alto do Iguaçu - PR;1;-11933,65;1;1,28;1,29;1;-6673,61;0,49;1,18;1,18
500490;Jaraguari - MS;1;-11936,76;1;1,21;1,21;1;-6455,82;1;1,29;1,3
521056;Itaguari - GO;1;-11942,08;0;1,13;1,13;1;-8919,78;0,63;1,06;1,07
251110;Pedra Lavrada - PB;1;-11943,37;0,96;1,33;1,34;1;-8655;0,01;1,08;1,09
312030;Cristália - MG;1;-11944,68;0,73;1,3;1,3;1;-9183,4;0,05;1,04;1,04
355430;Teodoro Sampaio - SP;1;-11948,84;0,2;1,27;1,27;1;-8059,66;1;1,15;1,15
316440;São Sebastião da Bela Vista - MG;1;-11951,96;0,02;1,26;1,26;1;-7850,71;0,04;1,03;1,03
220785;Pavussu - PI;1;-11952,08;0,01;1,26;1,26;1;-5980,65;0;1,01;1,01
270490;Mar Vermelho - AL;1;-11956,25;0,02;1,33;1,35;1;-6995,82;0,01;1;1
313200;Itacambira - MG;1;-11958,67;1;1,27;1,27;1;-6692,94;0,61;1,13;1,13
421260;Peritiba - SC;1;-11960,36;0,76;1,36;1,36;1;-6852,65;0,1;1,12;1,12
430222;Boa Vista do Cadeado - RS;1;-11962,47;0,59;1,35;1,35;1;-8399,38;0,02;1,01;1,01
230180;Baixio - CE;1;-11964,18;0;1,16;1,16;1;-7459,2;0,79;1,1;1,1
350945;Campina do Monte Alegre - SP;1;-11964,25;0,23;1,44;1,44;1;-7221,15;0,21;1,06;1,06
221120;Uruçuí - PI;1;-11973,23;1;1,31;1,32;1;-7885,16;0,04;1,22;1,22
510558;Marcelândia - MT;1;-11975,04;0,07;1,27;1,27;1;-8307,49;0,42;1,08;1,08
172130;Tupiratins - TO;1;-11976,53;0,29;1,55;1,56;1;-7051,2;0,03;1,08;1,07
431380;Palmitinho - RS;1;-11976,92;0,01;1,28;1,29;1;-8341,33;0,01;1,02;1,02
510617;Nova Nazaré - MT;1;-11977,41;0,97;1,4;1,4;1;-7772,92;0,01;1,01;1,01
411925;Pinhal de São Bento - PR;1;-11980,64;0,68;1,56;1,57;1;-4464,11;1;1,2;1,21
350350;Areias - SP;1;-11984,67;0,02;1,37;1,37;1;-6006,61;0,01;0,97;0,97
411345;Lindoeste - PR;1;-11986,42;0,02;1,22;1,23;1;-7656,38;0;1;1
172025;São Salvador do Tocantins - TO;1;-11993,35;0,03;1,39;1,4;1;-6272,06;0,03;1,1;1,1
311730;Conceição das Alagoas - MG;1;-11995,34;0,63;1,22;1,22;1;-9089,14;0;1,08;1,08
520740;Edéia - GO;1;-12000,08;0,01;1,24;1,24;1;-8982,1;0,01;1,11;1,11
410540;Chopinzinho - PR;1;-12003,41;0,86;1,39;1,39;1;-5944,98;0,99;1,22;1,22
500020;Água Clara - MS;1;-12007,1;1;1,55;1,55;1;-5026,79;1;1,39;1,4
430870;Gaurama - RS;1;-12008,23;0,61;1,4;1,4;1;-7851,39;0,26;1,08;1,08
353530;Palmital - SP;1;-12009,07;1;1,34;1,34;1;-7615,07;0,94;1,19;1,19
431333;Nova Ramada - RS;1;-12009,69;0,01;1,19;1,2;1;-7536,31;0;1,03;1,03
411530;Mariópolis - PR;1;-12013,04;0,09;1,31;1,31;1;-7337,99;0,22;1,07;1,07
420665;Guatambú - SC;1;-12020,83;0,45;1,3;1,3;1;-7095,33;0,01;1,06;1,06
420215;Belmonte - SC;1;-12021,35;0,01;1,29;1,3;1;-6125,95;0,02;1,04;1,04
352960;Meridiano - SP;1;-12022,51;0,1;1,35;1,36;1;-5612,11;0;1,07;1,07
260290;Cabo de Santo Agostinho - PE;1;-12023,57;1;1,33;1,34;1;-1273,89;0,03;1,1;1,1
312990;Ibitiúra de Minas - MG;1;-12025,38;0,93;1,34;1,35;1;-1587,56;1;1,33;1,34
320016;Água Doce do Norte - ES;1;-12026;0,03;1,39;1,39;1;-8055,61;0;1,05;1,06
291077;Feira da Mata - BA;1;-12028,21;0,24;1,42;1,43;1;-6880,48;0;1,01;1,01
411460;Marechal Cândido Rondon - PR;1;-12030,17;0,91;1,38;1,38;1;-6782,21;0,87;1,1;1,1
315000;Pescador - MG;1;-12032,69;1;1,59;1,61;1;-4939,77;0,02;1,07;1,07
220960;São Félix do Piauí - PI;1;-12033,09;0,53;1,47;1,49;1;-5685;0,01;1,01;1,02
320335;Marilândia - ES;1;-12033,88;0,96;1,43;1,44;1;-8912,03;1;1,16;1,16
241190;São Francisco do Oeste - RN;1;-12034,23;0,28;1,22;1,22;1;-6668,45;0,25;1,11;1,12
352490;Jambeiro - SP;1;-12034,48;1;1,55;1,57;1;-5536,4;1;1,12;1,12
352170;Itaberá - SP;1;-12035,42;1;1,23;1,23;1;-7799,94;0,19;1,13;1,13
311787;Confins - MG;1;-12036,1;0,51;1,51;1,52;1;-6586,49;1;1,23;1,23
411965;Pitangueiras - PR;1;-12036,74;0,04;1,27;1,27;1;-5883,18;0,06;1,09;1,09
330410;Porciúncula - RJ;1;-12038,93;0,31;1,21;1,21;1;-6309,56;0,39;1,26;1,26
311990;Córrego do Bom Jesus - MG;1;-12042,7;0,78;1,32;1,32;1;-5955,27;0,87;1,02;1,02
316170;São Gonçalo do Abaeté - MG;1;-12042,9;1;1,44;1,45;1;-6022,43;0,95;1,11;1,11
312700;Fronteira - MG;1;-12052,53;0,99;1,29;1,29;1;-9369,49;0;1,17;1,17
240850;Ouro Branco - RN;1;-12056,11;0;1,19;1,19;1;-6757,18;0,12;1,16;1,16
292100;Mata de São João - BA;1;-12057,4;0,42;1,46;1,47;1;-8143,75;0,2;1,12;1,12
355380;Taquarituba - SP;1;-12059,72;0,02;1,13;1,14;1;-9035,83;0,98;1,16;1,16
411300;Jussara - PR;1;-12061,81;0,4;1,44;1,45;1;-5025,5;0,53;1,17;1,18
354950;São José da Bela Vista - SP;1;-12063,48;0,01;1,13;1,13;1;-8527,99;0,01;1,13;1,14
431087;Jacuizinho - RS;1;-12066,1;0,01;1,21;1,22;1;-6962,44;0,01;1,02;1,02
310480;Augusto de Lima - MG;1;-12068,83;0;1,21;1,22;1;-8318,27;0;0,97;0,97
311545;Catuji - MG;1;-12068,89;1;1,35;1,35;1;-7430,43;1;1,21;1,22
520940;Guarani de Goiás - GO;1;-12069,71;0,95;1,32;1,33;1;-5006,27;1;1,09;1,09
330513;São José de Ubá - RJ;1;-12075,27;1;1,43;1,44;1;-9347,82;0,7;1,07;1,07
250435;Caturité - PB;1;-12078,16;0,06;1,3;1,3;1;-5120,99;0,01;0,98;0,98
355720;Chavantes - SP;1;-12079,68;1;1,34;1,34;1;-6606,23;1;1,27;1,28
230523;Horizonte - CE;1;-12081,82;0,26;1,26;1,26;1;-7043,31;0,83;1,09;1,09
431237;Monte Alegre dos Campos - RS;1;-12086,39;0,01;1,26;1,27;1;-6591,04;0,03;1,06;1,06
260795;Jaqueira - PE;1;-12087,67;0,89;1,25;1,25;1;-9349,96;0,01;1,03;1,03
311170;Canaã - MG;1;-12087,71;0,04;1,23;1,23;1;-7948,98;0;1,02;1,01
351810;Guarantã - SP;1;-12088,93;0;1,16;1,17;1;-5507,59;0;1,09;1,1
353280;Nova Aliança - SP;1;-12090,89;0;1,19;1,19;1;-9208,96;0,02;1,03;1,03
352990;Miracatu - SP;1;-12091,31;0;1,24;1,25;1;-7325,05;0;1,09;1,1
521400;Mozarlândia - GO;1;-12092,46;0,02;1,22;1,22;1;-8904,24;0,02;1,05;1,06
320290;Itarana - ES;1;-12097,33;0,96;1,42;1,43;1;-7988,74;0,53;1,13;1,13
311470;Carvalhópolis - MG;1;-12098,39;0,85;1,32;1,32;1;-6779,57;1;1,2;1,2
315770;Santa Juliana - MG;1;-12098,93;0,83;1,2;1,2;1;-8461,7;1;1,07;1,07
316890;Tiros - MG;1;-12100,82;0;1,15;1,15;1;-9677,36;0;1;1
352770;Luiziânia - SP;1;-12101,86;0,03;1,14;1,15;1;-4931,53;0,12;1,08;1,08
320265;Irupi - ES;1;-12103,05;0;1,12;1,12;1;-8812,04;0;0,98;0,98
172097;Talismã - TO;1;-12107,17;0,09;1,41;1,41;1;-5146,1;0,12;1,09;1,09
351660;Gália - SP;1;-12108,06;0,01;1,11;1,11;1;-7576,31;0,07;1,1;1,1
420470;Cunha Porã - SC;1;-12110,33;0,02;1,36;1,36;1;-8388,52;0;1,04;1,04
421330;Ponte Alta - SC;1;-12110,37;0,01;1,23;1,24;1;-7430,73;0;1,01;1,01
510185;Bom Jesus do Araguaia - MT;1;-12118,11;0;1,2;1,21;1;-8010,58;0;1;1
420500;Dionísio Cerqueira - SC;1;-12126,12;1;1,49;1,49;1;-4277,87;0,97;1,08;1,08
352130;Ipuã - SP;1;-12131,85;0,63;1,67;1,69;1;-9206,28;0,6;1,07;1,07
312780;Grão Mogol - MG;1;-12132,2;0;1,27;1,27;1;-7762,88;0,01;1,04;1,04
314080;Matias Barbosa - MG;1;-12133,89;0,82;1,27;1,27;1;-10131,89;0,02;1,02;1,02
520640;Crixás - GO;1;-12134,31;1;1,26;1,27;1;-6239;1;1,26;1,26
430260;Braga - RS;1;-12136,98;0,61;1,39;1,41;1;-6706,57;1;1,17;1,18
420545;Forquilhinha - SC;1;-12137,86;0;1,22;1,22;1;-9424,01;0;1,03;1,03
430155;Áurea - RS;1;-12140,63;0,08;1,27;1,28;1;-6931,45;1;1,14;1,14
310360;Arantina - MG;1;-12145,89;0,87;1,4;1,42;1;-5588,43;1;1,1;1,1
291020;Dom Macedo Costa - BA;1;-12146,16;0;1,11;1,11;1;-5369,79;0,04;1,1;1,1
313862;Limeira do Oeste - MG;1;-12146,29;0,39;1,47;1,49;1;-6704,9;0,06;1,11;1,11
351560;Fernando Prestes - SP;1;-12149,06;1;1,69;1,69;1;-5187;1;1,25;1,26
311020;Cajuri - MG;1;-12154,82;1;1,47;1,48;1;-7852,91;0,49;1,07;1,07
510774;Santa Cruz do Xingu - MT;1;-12155,12;0,01;1,31;1,33;1;-6585,68;0,78;1,03;1,03
510704;Primavera do Leste - MT;1;-12156,09;0,09;1,34;1,34;1;-5521,45;1;1,16;1,16
510682;Porto Esperidião - MT;1;-12157,22;1;1,54;1,55;1;-9731,77;0,03;1,08;1,08
431261;Muitos Capões - RS;1;-12159,25;1;1,46;1,48;1;-8811,96;0,96;1,03;1,03
521973;Santo Antônio de Goiás - GO;1;-12164,54;0,01;1,16;1,17;1;-6339,08;0;1,07;1,07
353200;Morungaba - SP;1;-12165,12;0,01;1,26;1,26;1;-9268,74;0;1,05;1,05
353040;Mirassolândia - SP;1;-12168,28;0,01;1,21;1,21;1;-7662,33;0;0,97;0,97
315213;Ponto Chique - MG;1;-12169,47;0,29;1,41;1,42;1;-4129,11;0;1,01;1,01
240950;Pedra Grande - RN;1;-12170,85;0,02;1,23;1,24;1;-4315,5;0,01;1,05;1,05
230460;General Sampaio - CE;1;-12172,61;0,32;1,46;1,47;1;-8982,55;0;1,03;1,03
500795;Tacuru - MS;1;-12173,32;0,01;1,32;1,33;1;-7628,46;1;1,26;1,26
280010;Amparo de São Francisco - SE;1;-12173,38;0,01;1,35;1,36;1;-2641,2;0;1,07;1,07
430540;Chiapetta - RS;1;-12176,19;1;1,6;1,6;1;-7053,57;1;1,2;1,2
410755;Farol - PR;1;-12178,52;1;1,57;1,58;1;-6005,47;0,74;1,09;1,1
320013;Águia Branca - ES;1;-12180,31;1;1,62;1,62;1;-7584,51;1;1,17;1,17
353760;Peruíbe - SP;1;-12182;0,02;1,25;1,25;1;-8077,54;0;1,11;1,11
421540;Salto Veloso - SC;1;-12184,27;0;1,3;1,3;1;-7445,58;0;1,06;1,06
521308;Minaçu - GO;1;-12186,72;0,37;1,35;1,35;1;-9929,15;0,06;1,1;1,1
310520;Bandeira - MG;1;-12194,99;1;1,31;1,31;1;-7689,59;0,05;1,05;1,05
315020;Piedade de Ponte Nova - MG;1;-12198,04;0,87;1,55;1,56;1;-7950,09;0;1,03;1,03
251385;Santo André - PB;1;-12199,86;0,01;1,25;1,25;1;82,44;0;1,25;1,25
313570;Jequitibá - MG;1;-12201,03;0,03;1,24;1,24;1;-8078,74;0;0,99;0,99
320350;Montanha - ES;1;-12204,65;0,02;1,26;1,26;1;-8258,99;1;1,1;1,1
351250;Coroados - SP;1;-12204,94;0;1,1;1,1;1;-7321,35;0;1,02;1,02
311900;Cordislândia - MG;1;-12205,44;0,01;1,25;1,25;1;-7180,24;0;1,07;1,08
520160;Araçu - GO;1;-12208,09;0,09;1,28;1,28;1;-6696,5;0,72;1,08;1,08
311750;Conceição do Mato Dentro - MG;1;-12208,24;1;1,73;1,75;1;-9523,66;0,02;1,05;1,05
313790;Lamim - MG;1;-12214,37;0,15;1,34;1,34;1;-4581,39;0,65;1,06;1,06
172085;Sucupira - TO;1;-12214,38;0,04;1,24;1,24;1;-1565,83;0,99;1,21;1,21
350910;Caiuá - SP;1;-12216,68;1;1,45;1,46;1;-5782,84;0,98;1,16;1,16
312100;Datas - MG;1;-12217,68;0,07;1,33;1,33;1;-7526,84;0;1,01;1,01
320316;Laranja da Terra - ES;1;-12218,78;0,02;1,34;1,35;1;-9105,7;0,55;1,04;1,04
411600;Miraselva - PR;1;-12219,1;0,99;1,52;1,53;1;-1502,2;1;1,3;1,3
430085;Arambaré - RS;1;-12221,11;0,71;1,6;1,61;1;-5354,58;0,91;1,16;1,16
432335;Vila Lângaro - RS;1;-12222,81;0;1,17;1,17;1;-7043,52;0,04;1,03;1,03
521160;Ivolândia - GO;1;-12228,04;0,83;1,36;1,36;1;-7363,7;0,99;1,08;1,09
420660;Guarujá do Sul - SC;1;-12233,42;0,43;1,42;1,43;1;-5661,45;0,09;1,08;1,08
510390;General Carneiro - MT;1;-12237,41;0,05;1,25;1,25;1;-8148,05;0;1,03;1,03
351320;Cristais Paulista - SP;1;-12238,65;0,02;1,23;1,23;1;-8006,5;0,04;0,96;0,96
351920;Iacri - SP;1;-12239,74;0;1,17;1,17;1;-8468,47;0;0,98;0,98
412740;Terra Roxa - PR;1;-12240,04;0,02;1,15;1,16;1;-8982,95;0;1,03;1,03
354040;Populina - SP;1;-12241,5;0,3;1,31;1,32;1;-5114,74;0,01;1,09;1,09
250810;Lagoa - PB;1;-12252,96;0,08;1,17;1,17;1;-8733,82;0,7;1,02;1,02
430107;Arroio do Padre - RS;1;-12258,52;0,06;1,23;1,24;1;-6620,87;1;1,1;1,1
510885;Nova Marilândia - MT;1;-12266,08;1;1,6;1,61;1;-6088,7;0,91;1,08;1,08
430087;Araricá - RS;1;-12267,02;0,11;1,37;1,38;1;-7406,82;1;1,02;1,02
350550;Barretos - SP;1;-12268,68;1;1,37;1,38;1;-3050,74;1;1,2;1,2
240840;Olho-d'Água do Borges - RN;1;-12269,03;0,1;1,3;1,31;1;-4710,62;0,9;1,11;1,12
353560;Paraibuna - SP;1;-12270,46;0,05;1,31;1,31;1;-4424,94;1;1,32;1,31
421100;Mondaí - SC;1;-12270,56;0,05;1,29;1,29;1;-7912,56;0,8;1,06;1,06
250407;Caraúbas - PB;1;-12275,56;0;1,19;1,19;1;-7566,84;0,01;1,01;1,01
171884;Sandolândia - TO;1;-12281,12;0,01;1,41;1,42;1;-4526,29;0,97;1,1;1,1
221039;São Miguel do Fidalgo - PI;1;-12282,43;0;1,21;1,22;1;-6484,35;0;1,01;1,01
354310;Ribeirão Corrente - SP;1;-12285,71;0,97;1,57;1,57;1;-7833,55;0,01;1;1
412635;Serranópolis do Iguaçu - PR;1;-12287,51;1;1,64;1,66;1;-6570,39;0,46;1,08;1,08
352100;Iperó - SP;1;-12290,35;1;1,69;1,7;1;-7265,91;0,1;1,13;1,13
171280;Maurilândia do Tocantins - TO;1;-12292,42;0,35;1,44;1,45;1;-7155,78;0,89;1,08;1,08
421625;São João do Oeste - SC;1;-12293,07;0,12;1,35;1,35;1;-8191,47;0,19;1,02;1,02
351535;Euclides da Cunha Paulista - SP;1;-12293,58;0,03;1,22;1,23;1;-6523,92;0,07;1,1;1,1
313652;José Gonçalves de Minas - MG;1;-12294,74;0,08;1,36;1,36;1;-5870,67;0;1;1,01
353970;Platina - SP;1;-12295,35;0,02;1,27;1,28;1;-6051,91;0,01;0,99;0,99
311720;Conceição das Pedras - MG;1;-12298,33;0,14;1,33;1,34;1;-4077,07;0,2;1,07;1,07
411090;Itaguajé - PR;1;-12303,59;0,67;1,29;1,3;1;-1854,18;0,86;1,27;1,28
430050;Alpestre - RS;1;-12307,36;0,01;1,3;1,31;1;-2261,38;0,13;1,23;1,24
314225;Miravânia - MG;1;-12307,97;1;1,47;1,48;1;-4582,57;0,46;1;1
500515;Juti - MS;1;-12308,24;1;1,29;1,3;1;-7080,27;0,02;1,09;1,09
241000;Pilões - RN;1;-12312,1;0,57;1,18;1,18;1;-5693,24;0,04;1,19;1,18
412640;Sertaneja - PR;1;-12313;0,98;1,29;1,3;1;-6112,34;0,01;1,06;1,07
430187;Barra do Quaraí - RS;1;-12316,46;0,02;1,32;1,34;1;-6072,06;0,74;1,07;1,07
352115;Ipiguá - SP;1;-12316,62;0,97;1,25;1,26;1;-5679,87;0,56;1,16;1,16
355465;Torre de Pedra - SP;1;-12317,44;0,04;1,27;1,27;1;-3203,66;0,04;1,15;1,15
172093;Taipas do Tocantins - TO;1;-12318,72;0,48;1,33;1,34;1;-6315,62;1;1,14;1,14
250340;Cacimba de Areia - PB;1;-12322,08;0;1,11;1,11;1;-7320,5;0,01;1,07;1,07
312740;Gonçalves - MG;1;-12322,15;0,88;1,34;1,35;1;-7399,31;1;1,1;1,11
521520;Novo Brasil - GO;1;-12323,81;0,72;1,35;1,36;1;-6942,37;0,03;1,07;1,07
320220;Fundão - ES;1;-12324,35;1;1,68;1,69;1;-5789,5;1;1,2;1,2
315720;Santa Bárbara - MG;1;-12332,12;1;1,38;1,38;1;-7740,31;0,17;1,1;1,1
250937;Mato Grosso - PB;1;-12333,12;0,08;1,31;1,32;1;-4264,04;0,79;1,19;1,19
350140;Álvaro de Carvalho - SP;1;-12336,57;0,04;1,21;1,22;1;-4358,22;0,57;1,09;1,09
314780;Passa-Vinte - MG;1;-12337,65;0,03;1,34;1,35;1;-5644,56;0,04;1,07;1,07
354325;Ribeirão Grande - SP;1;-12338,51;0,16;1,57;1,57;1;-7350,6;0,68;1,15;1,15
354750;Santa Rita do Passa Quatro - SP;1;-12339,18;0,01;1,22;1,23;1;-9538,49;0,01;1,09;1,09
421860;Trombudo Central - SC;1;-12339,51;1;1,56;1,58;1;-8889,7;0,01;1,17;1,17
500260;Camapuã - MS;1;-12339,79;0,01;1,19;1,19;1;-6974,04;0,99;1,17;1,18
270060;Barra de São Miguel - AL;1;-12340,21;0,01;1,38;1,38;1;-6480,49;0,33;1,15;1,15
430235;Bom Princípio - RS;1;-12345,88;1;1,49;1,5;1;-7082,46;1;1,21;1,21
421720;São Miguel do Oeste - SC;1;-12349,78;0,94;1,38;1,39;1;-1784,77;0,99;1,29;1,29
500320;Corumbá - MS;1;-12360,61;1;1,71;1,73;1;-427,94;0,8;1,18;1,18
520590;Corumbaíba - GO;1;-12361,23;0,68;1,3;1,31;1;-10677,52;0;1,12;1,13
314490;Nova Módica - MG;1;-12363,87;1;1,65;1,66;1;-4798,94;1;1,02;1,02
410230;Balsa Nova - PR;1;-12363,94;0,04;1,28;1,28;1;-7291,16;1;1,16;1,16
430185;Barra do Guarita - RS;1;-12365,61;0,01;1,31;1,31;1;-4190,48;0,26;1,12;1,12
430635;Dezesseis de Novembro - RS;1;-12367,61;0,46;1,42;1,43;1;-1500,39;0,99;1,13;1,14
432255;Vanini - RS;1;-12369,02;0,02;1,21;1,22;1;-7051,2;0,01;1,02;1,03
353320;Nova Independência - SP;1;-12371,06;0,03;1,34;1,36;1;-8214,22;1;1,04;1,04
510628;Novo São Joaquim - MT;1;-12373,56;1;1,63;1,64;1;-5642,02;1;1,23;1,23
430047;Almirante Tamandaré do Sul - RS;1;-12373,72;0;1,27;1,27;1;-6635,62;0;1;1
315690;Sacramento - MG;1;-12378,86;0,05;1,27;1,28;1;-9313,07;0,11;1,07;1,07
352360;Itirapina - SP;1;-12379,59;0,01;1,23;1,23;1;-8451,6;0,99;1,14;1,14
170105;Angico - TO;1;-12380,12;0,03;1,23;1,24;1;-4684,83;0,02;1,06;1,06
354710;Santa Mercedes - SP;1;-12380,61;0,31;1,27;1,27;1;-6382,03;0;0,98;0,98
500200;Batayporã - MS;1;-12391,28;0,11;1,33;1,34;1;-4568,79;1;1,19;1,2
430940;Guaporé - RS;1;-12392,12;0;1,13;1,13;1;-8260,35;0;1,09;1,09
352190;Itajobi - SP;1;-12393,3;0;1,25;1,26;1;-6632,16;0,83;1,18;1,18
251740;Zabelê - PB;1;-12393,43;0,98;1,47;1,47;1;-4553,24;0,01;1,1;1,1
352640;Laranjal Paulista - SP;1;-12394,02;0,01;1,31;1,32;1;-9385,95;0,95;1,12;1,12
314590;Ouro Branco - MG;1;-12394,37;1;1,31;1,31;1;-7008,89;0,93;1,15;1,16
500769;São Gabriel do Oeste - MS;1;-12394,62;0,59;1,48;1,49;1;-8712,21;0,21;1,05;1,05
314120;Matutina - MG;1;-12395,81;0;1,21;1,21;1;-7805,22;0;1,02;1,02
431173;Mampituba - RS;1;-12395,92;0,88;1,36;1,37;1;-6777,35;0,98;1,11;1,11
251615;Sossêgo - PB;1;-12404,08;0,01;1,18;1,19;1;-7560,92;0,03;1,06;1,06
353230;Natividade da Serra - SP;1;-12406,07;0,99;1,38;1,39;1;-4082,13;0,72;1,28;1,28
420860;Jaborá - SC;1;-12414,12;0,01;1,19;1,19;1;-6513,94;0;1,04;1,05
